INFO:root:Trial - Mean Train RMSE: 0.012195450402921984, Mean Val RMSE: 0.046480597851257494, Mean R2: 0.07826808852029733, Params: {'learning_rate': 0.03700910389219214, 'max_depth': 15, 'gamma': 0.039869191687270884, 'min_child_weight': 8.199001053769642, 'colsample_bytree': 0.7808351020590852, 'max_leaves': 74, 'subsample': 0.7665708775453693, 'reg_alpha': 0.8216856111276868, 'reg_lambda': 1.8284180082473152, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.07981005202670241, Mean Val RMSE: 0.09832450258910688, Mean R2: 0.16564954401314386, Params: {'learning_rate': 0.01072470426178025, 'max_depth': 12, 'gamma': 0.01892952790932778, 'min_child_weight': 2.6421939822949794, 'colsample_bytree': 0.5213358734806567, 'max_leaves': 78, 'subsample': 0.5485143373314735, 'reg_alpha': 8.854268319332524, 'reg_lambda': 1.3074591442350385, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.003971550757007792, Mean Val RMSE: 0.041133416077467094, Mean R2: 0.06928775270581043, Params: {'learning_rate': 0.08555762639952172, 'max_depth': 10, 'gamma': 0.00971952001193992, 'min_child_weight': 4.751206779153302, 'colsample_bytree': 0.6081415233442924, 'max_leaves': 104, 'subsample': 0.5807428206265103, 'reg_alpha': 0.6490869324201954, 'reg_lambda': 1.541549563529163, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.20982628708652987, Mean Val RMSE: 0.21322788570760248, Mean R2: 0.3590720147132096, Params: {'learning_rate': 0.002030271971582299, 'max_depth': 5, 'gamma': 0.006541578551244938, 'min_child_weight': 9.980551112016004, 'colsample_bytree': 0.6460981759756155, 'max_leaves': 22, 'subsample': 0.9695230091045727, 'reg_alpha': 7.409238964394895, 'reg_lambda': 0.7926697495512426, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.06939752830290162, Mean Val RMSE: 0.08946668388509355, Mean R2: 0.1506975067754979, Params: {'learning_rate': 0.14393544066789504, 'max_depth': 12, 'gamma': 0.4683325234934938, 'min_child_weight': 12.471933283739016, 'colsample_bytree': 0.535705609567082, 'max_leaves': 126, 'subsample': 0.6600329352833552, 'reg_alpha': 4.571802732837831, 'reg_lambda': 5.720151517146367, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.10568606448822541, Mean Val RMSE: 0.11809780078046775, Mean R2: 0.1989330636431062, Params: {'learning_rate': 0.005704919524170977, 'max_depth': 6, 'gamma': 0.0006689397667840756, 'min_child_weight': 1.2586918635380744, 'colsample_bytree': 0.6469591915282479, 'max_leaves': 107, 'subsample': 0.5851998255983902, 'reg_alpha': 2.6592402571905325, 'reg_lambda': 0.7845001991678615, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.09376043147896965, Mean Val RMSE: 0.10798410699924488, Mean R2: 0.18191740668434714, Params: {'learning_rate': 0.0957686791983145, 'max_depth': 4, 'gamma': 0.5752598992016008, 'min_child_weight': 9.052828470311521, 'colsample_bytree': 0.595514849706089, 'max_leaves': 102, 'subsample': 0.925285127107672, 'reg_alpha': 3.949131591136676, 'reg_lambda': 0.5000507956849878, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.20748088620509036, Mean Val RMSE: 0.21132463647421623, Mean R2: 0.3558616877713494, Params: {'learning_rate': 0.002030271971582299, 'max_depth': 5, 'gamma': 0.3604392755778559, 'min_child_weight': 3.7803778702249393, 'colsample_bytree': 0.5050317379097584, 'max_leaves': 22, 'subsample': 0.9695230091045727, 'reg_alpha': 0.8773871148343767, 'reg_lambda': 9.231139840830188, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.11815237078848198, Mean Val RMSE: 0.12678175282577275, Mean R2: 0.21359598027187493, Params: {'learning_rate': 0.020275696474529713, 'max_depth': 3, 'gamma': 0.0034401467824758387, 'min_child_weight': 1.341229785826625, 'colsample_bytree': 0.8067056377553556, 'max_leaves': 96, 'subsample': 0.6595739981451948, 'reg_alpha': 9.144297879896273, 'reg_lambda': 1.6913109987851347, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.055795231887982945, Mean Val RMSE: 0.08255097698158587, Mean R2: 0.13903481099851, Params: {'learning_rate': 0.14393544066789504, 'max_depth': 4, 'gamma': 0.3604392755778559, 'min_child_weight': 12.471933283739016, 'colsample_bytree': 0.5050317379097584, 'max_leaves': 126, 'subsample': 0.71100819674177, 'reg_alpha': 0.8773871148343767, 'reg_lambda': 4.684912230531746, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.01805060508054972, Mean Val RMSE: 0.05177644333900454, Mean R2: 0.08720195292062644, Params: {'learning_rate': 0.042559002184928744, 'max_depth': 15, 'gamma': 0.046842864919443124, 'min_child_weight': 6.393292207606531, 'colsample_bytree': 0.5362823481253103, 'max_leaves': 73, 'subsample': 0.555548956992885, 'reg_alpha': 1.7032479355529058, 'reg_lambda': 2.1575576502803413, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.013943165998161639, Mean Val RMSE: 0.04988343020993062, Mean R2: 0.08400972980610641, Params: {'learning_rate': 0.08555762639952172, 'max_depth': 5, 'gamma': 0.00971952001193992, 'min_child_weight': 3.7062074999510775, 'colsample_bytree': 0.5983729836563116, 'max_leaves': 137, 'subsample': 0.9012680810929238, 'reg_alpha': 0.713594710785052, 'reg_lambda': 1.7845080254918577, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0016127473951894743, Mean Val RMSE: 0.04329125834209206, Mean R2: 0.07291335142344377, Params: {'learning_rate': 0.2768834795928196, 'max_depth': 12, 'gamma': 3.542639909756532e-05, 'min_child_weight': 1.1958225433003926, 'colsample_bytree': 0.7296690735259943, 'max_leaves': 53, 'subsample': 0.778951894006761, 'reg_alpha': 1.176991937874727, 'reg_lambda': 3.36771592651661, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.03857035429740781, Mean Val RMSE: 0.06662715264674704, Mean R2: 0.11221708441301927, Params: {'learning_rate': 0.023170558205320924, 'max_depth': 6, 'gamma': 0.004082290419985615, 'min_child_weight': 4.340200611216358, 'colsample_bytree': 0.5680106964829287, 'max_leaves': 142, 'subsample': 0.6840825046286474, 'reg_alpha': 1.711359586431334, 'reg_lambda': 0.8894899869352203, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.19184884466945046, Mean Val RMSE: 0.19658519904026892, Mean R2: 0.33103892176555305, Params: {'learning_rate': 0.0022162832041380336, 'max_depth': 5, 'gamma': 0.009957712523404, 'min_child_weight': 2.755747363622559, 'colsample_bytree': 0.906854057915307, 'max_leaves': 40, 'subsample': 0.5151052488593572, 'reg_alpha': 1.1982571677050275, 'reg_lambda': 0.6842424916474181, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.03285288891753939, Mean Val RMSE: 0.06180542983275746, Mean R2: 0.10410129480359519, Params: {'learning_rate': 0.015001962626677242, 'max_depth': 8, 'gamma': 3.819112427197629e-05, 'min_child_weight': 7.746383098459241, 'colsample_bytree': 0.6862164702398029, 'max_leaves': 80, 'subsample': 0.5974564199955794, 'reg_alpha': 1.104111279788429, 'reg_lambda': 0.6992243234824248, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0009557295155140375, Mean Val RMSE: 0.04422160164133643, Mean R2: 0.07455633500460482, Params: {'learning_rate': 0.2768834795928196, 'max_depth': 12, 'gamma': 3.542639909756532e-05, 'min_child_weight': 4.809700547936197, 'colsample_bytree': 0.5003570982179111, 'max_leaves': 109, 'subsample': 0.6691376468868545, 'reg_alpha': 0.7970143515584813, 'reg_lambda': 1.3439669378218289, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.16123299494340151, Mean Val RMSE: 0.16828791962507159, Mean R2: 0.28340258406700847, Params: {'learning_rate': 0.0028870430718330883, 'max_depth': 7, 'gamma': 0.8109127569211444, 'min_child_weight': 2.9051732737291247, 'colsample_bytree': 0.7259926659540509, 'max_leaves': 35, 'subsample': 0.5892365443947158, 'reg_alpha': 3.9152955913234595, 'reg_lambda': 0.9334867019920771, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.05015491735844092, Mean Val RMSE: 0.07534911963524375, Mean R2: 0.12689988186663118, Params: {'learning_rate': 0.03163004565372644, 'max_depth': 6, 'gamma': 0.30447160841976506, 'min_child_weight': 10.46334958705495, 'colsample_bytree': 0.6159197122257845, 'max_leaves': 35, 'subsample': 0.5308600427326633, 'reg_alpha': 0.6826888855261253, 'reg_lambda': 9.375310883614448, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.19983704345029776, Mean Val RMSE: 0.20463946415310352, Mean R2: 0.3446072716266559, Params: {'learning_rate': 0.002176710617046142, 'max_depth': 14, 'gamma': 0.055151269097082845, 'min_child_weight': 2.4647882157327543, 'colsample_bytree': 0.961486984127828, 'max_leaves': 33, 'subsample': 0.5661857284400423, 'reg_alpha': 7.159121109461755, 'reg_lambda': 1.5472365295887007, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.16441281339528385, Mean Val RMSE: 0.17120494245750467, Mean R2: 0.28831934359784694, Params: {'learning_rate': 0.0027343335065564134, 'max_depth': 15, 'gamma': 0.0005270269084148351, 'min_child_weight': 1.9977807434047576, 'colsample_bytree': 0.6159197122257845, 'max_leaves': 35, 'subsample': 0.7877929735554962, 'reg_alpha': 0.6826888855261253, 'reg_lambda': 0.5271788963292339, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.04469374377264358, Mean Val RMSE: 0.07124153697445912, Mean R2: 0.11999165322246974, Params: {'learning_rate': 0.14393544066789504, 'max_depth': 14, 'gamma': 0.2066498630420058, 'min_child_weight': 12.471933283739016, 'colsample_bytree': 0.6602743233548163, 'max_leaves': 81, 'subsample': 0.8965617257705175, 'reg_alpha': 4.376835963863122, 'reg_lambda': 6.276813045345955, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.1368157727782287, Mean Val RMSE: 0.14908389179257386, Mean R2: 0.2510240139133606, Params: {'learning_rate': 0.0028870430718330883, 'max_depth': 15, 'gamma': 6.158348981764118e-05, 'min_child_weight': 4.305729729464392, 'colsample_bytree': 0.7259926659540509, 'max_leaves': 93, 'subsample': 0.9963825211717433, 'reg_alpha': 3.9152955913234595, 'reg_lambda': 0.9334867019920771, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.11851927295136507, Mean Val RMSE: 0.1275484618085772, Mean R2: 0.21486694489427663, Params: {'learning_rate': 0.0058806557668832585, 'max_depth': 7, 'gamma': 0.3604392755778559, 'min_child_weight': 3.7803778702249393, 'colsample_bytree': 0.6735846654406425, 'max_leaves': 22, 'subsample': 0.71100819674177, 'reg_alpha': 1.0345826333075474, 'reg_lambda': 4.684912230531746, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08194651554423393, Mean Val RMSE: 0.09868184031360319, Mean R2: 0.16620398082647225, Params: {'learning_rate': 0.005834197189031279, 'max_depth': 14, 'gamma': 1.0659865836295987, 'min_child_weight': 1.542363999589998, 'colsample_bytree': 0.7846066739377355, 'max_leaves': 47, 'subsample': 0.8418146239352767, 'reg_alpha': 0.7349015996217604, 'reg_lambda': 1.6913109987851347, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.19318422256165427, Mean Val RMSE: 0.19976278245756135, Mean R2: 0.3363664547006995, Params: {'learning_rate': 0.002030271971582299, 'max_depth': 7, 'gamma': 0.3995688629257648, 'min_child_weight': 17.12635111936391, 'colsample_bytree': 0.5284660975369747, 'max_leaves': 44, 'subsample': 0.9695230091045727, 'reg_alpha': 1.240343276570349, 'reg_lambda': 9.231139840830188, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.011292793753976234, Mean Val RMSE: 0.04594354473491741, Mean R2: 0.07736846158738822, Params: {'learning_rate': 0.03700910389219214, 'max_depth': 14, 'gamma': 0.000534802848555481, 'min_child_weight': 8.199001053769642, 'colsample_bytree': 0.5115922629472497, 'max_leaves': 74, 'subsample': 0.8965617257705175, 'reg_alpha': 0.8879906008880148, 'reg_lambda': 1.8284180082473152, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.07050623844997887, Mean Val RMSE: 0.09130350495964165, Mean R2: 0.15383276979558097, Params: {'learning_rate': 0.01072470426178025, 'max_depth': 12, 'gamma': 0.01892952790932778, 'min_child_weight': 1.7119689856797697, 'colsample_bytree': 0.6819590084028326, 'max_leaves': 86, 'subsample': 0.6720081777521865, 'reg_alpha': 8.854268319332524, 'reg_lambda': 3.8386541622718573, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.05586227923509922, Mean Val RMSE: 0.08135710836311075, Mean R2: 0.13700734264933195, Params: {'learning_rate': 0.14393544066789504, 'max_depth': 4, 'gamma': 0.2066498630420058, 'min_child_weight': 2.8211515031040895, 'colsample_bytree': 0.6602743233548163, 'max_leaves': 126, 'subsample': 0.6123454250348607, 'reg_alpha': 4.376835963863122, 'reg_lambda': 1.9871005103012485, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.018173833308602564, Mean Val RMSE: 0.05111423126491468, Mean R2: 0.08606723367144971, Params: {'learning_rate': 0.03206758481398256, 'max_depth': 7, 'gamma': 0.009519608511142886, 'min_child_weight': 5.009649003409181, 'colsample_bytree': 0.931618332828496, 'max_leaves': 116, 'subsample': 0.7553657132769969, 'reg_alpha': 1.3552039603632007, 'reg_lambda': 5.923771432557148, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.20861304064953026, Mean Val RMSE: 0.2123172428530114, Mean R2: 0.35753668752029344, Params: {'learning_rate': 0.002030271971582299, 'max_depth': 6, 'gamma': 0.13582730192364498, 'min_child_weight': 2.254550886565164, 'colsample_bytree': 0.6460981759756155, 'max_leaves': 22, 'subsample': 0.9695230091045727, 'reg_alpha': 2.8230358694942255, 'reg_lambda': 9.231139840830188, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.10309558013864824, Mean Val RMSE: 0.115525799314066, Mean R2: 0.19460810495994033, Params: {'learning_rate': 0.031049853098321544, 'max_depth': 3, 'gamma': 1.7426623841647505e-05, 'min_child_weight': 2.6316520830743606, 'colsample_bytree': 0.826926188468731, 'max_leaves': 98, 'subsample': 0.7613874435991691, 'reg_alpha': 6.8390105924863835, 'reg_lambda': 1.2646902081654963, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.16608271984294234, Mean Val RMSE: 0.17876596058044628, Mean R2: 0.30097093186383184, Params: {'learning_rate': 0.0019914425338120943, 'max_depth': 12, 'gamma': 0.5752598992016008, 'min_child_weight': 5.065416538301306, 'colsample_bytree': 0.595514849706089, 'max_leaves': 129, 'subsample': 0.925285127107672, 'reg_alpha': 1.1015550478304659, 'reg_lambda': 3.9403575187576205, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.04169398785383128, Mean Val RMSE: 0.06854163662381893, Mean R2: 0.11544050208267868, Params: {'learning_rate': 0.02512684611121643, 'max_depth': 9, 'gamma': 1.726701696848701e-05, 'min_child_weight': 15.082637501142012, 'colsample_bytree': 0.5115922629472497, 'max_leaves': 81, 'subsample': 0.9067526216099966, 'reg_alpha': 7.7259971767403615, 'reg_lambda': 4.79905350408394, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.2630679446434654, Mean Val RMSE: 0.2688481397669896, Mean R2: 0.45264961686580035, Params: {'learning_rate': 0.0010130635646322522, 'max_depth': 12, 'gamma': 3.542639909756532e-05, 'min_child_weight': 2.794702693276537, 'colsample_bytree': 0.991524818312805, 'max_leaves': 107, 'subsample': 0.6151561384691053, 'reg_alpha': 2.6688221541399777, 'reg_lambda': 1.3439669378218289, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.04779659174726859, Mean Val RMSE: 0.07380503775187486, Mean R2: 0.12434605207962035, Params: {'learning_rate': 0.031049853098321544, 'max_depth': 11, 'gamma': 0.13582730192364498, 'min_child_weight': 2.254550886565164, 'colsample_bytree': 0.826926188468731, 'max_leaves': 98, 'subsample': 0.7613874435991691, 'reg_alpha': 6.8390105924863835, 'reg_lambda': 2.449474408765618, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.06280883426568293, Mean Val RMSE: 0.08414238795598543, Mean R2: 0.14172873017923018, Params: {'learning_rate': 0.01072470426178025, 'max_depth': 12, 'gamma': 0.01892952790932778, 'min_child_weight': 5.174301396000138, 'colsample_bytree': 0.6819590084028326, 'max_leaves': 66, 'subsample': 0.7644504050478144, 'reg_alpha': 4.056006468562388, 'reg_lambda': 9.233389268397493, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.11847617679731662, Mean Val RMSE: 0.12638372657224428, Mean R2: 0.21292289441284462, Params: {'learning_rate': 0.04250858969894604, 'max_depth': 5, 'gamma': 1.845098856780305, 'min_child_weight': 2.173236024830065, 'colsample_bytree': 0.6352154647519828, 'max_leaves': 136, 'subsample': 0.8408366554693958, 'reg_alpha': 7.409238964394895, 'reg_lambda': 1.700120678411911, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0502295331733897, Mean Val RMSE: 0.07603544065876447, Mean R2: 0.12807984327785593, Params: {'learning_rate': 0.024459721775547297, 'max_depth': 11, 'gamma': 2.4342599821987847e-05, 'min_child_weight': 2.6316520830743606, 'colsample_bytree': 0.6402910326639899, 'max_leaves': 114, 'subsample': 0.6123454250348607, 'reg_alpha': 9.5987402026108, 'reg_lambda': 1.2646902081654963, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0652558839540211, Mean Val RMSE: 0.08668228544783177, Mean R2: 0.14600577353729183, Params: {'learning_rate': 0.020275696474529713, 'max_depth': 7, 'gamma': 0.0034401467824758387, 'min_child_weight': 12.243260915181375, 'colsample_bytree': 0.8067056377553556, 'max_leaves': 115, 'subsample': 0.6595739981451948, 'reg_alpha': 9.144297879896273, 'reg_lambda': 1.7457757635207745, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.09177148913700924, Mean Val RMSE: 0.10539575381683242, Mean R2: 0.17754743218407226, Params: {'learning_rate': 0.04250858969894604, 'max_depth': 12, 'gamma': 1.1282614114895584, 'min_child_weight': 15.829463256331966, 'colsample_bytree': 0.9505979859738352, 'max_leaves': 61, 'subsample': 0.6151561384691053, 'reg_alpha': 3.813146121098644, 'reg_lambda': 0.7926697495512426, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.05799786243425259, Mean Val RMSE: 0.08098958664669334, Mean R2: 0.1364245396223181, Params: {'learning_rate': 0.10387978371106389, 'max_depth': 8, 'gamma': 0.5752598992016008, 'min_child_weight': 2.173236024830065, 'colsample_bytree': 0.6862164702398029, 'max_leaves': 41, 'subsample': 0.996621080935657, 'reg_alpha': 1.1015550478304659, 'reg_lambda': 0.6992243234824248, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.06572169399522813, Mean Val RMSE: 0.08671893430211891, Mean R2: 0.14605121690237668, Params: {'learning_rate': 0.02512684611121643, 'max_depth': 9, 'gamma': 0.0006303776628503578, 'min_child_weight': 15.082637501142012, 'colsample_bytree': 0.663588602177527, 'max_leaves': 27, 'subsample': 0.9067526216099966, 'reg_alpha': 7.7259971767403615, 'reg_lambda': 4.79905350408394, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.004899770790493391, Mean Val RMSE: 0.04287956793958754, Mean R2: 0.0722216958213728, Params: {'learning_rate': 0.08555762639952172, 'max_depth': 7, 'gamma': 0.00971952001193992, 'min_child_weight': 2.3191202356396454, 'colsample_bytree': 0.6081415233442924, 'max_leaves': 104, 'subsample': 0.5470486521886387, 'reg_alpha': 0.6490869324201954, 'reg_lambda': 1.541549563529163, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.06084508134472185, Mean Val RMSE: 0.08314973767126309, Mean R2: 0.14005120884094469, Params: {'learning_rate': 0.018773928653465655, 'max_depth': 7, 'gamma': 0.00012160688688901885, 'min_child_weight': 4.305729729464392, 'colsample_bytree': 0.8314233341231322, 'max_leaves': 35, 'subsample': 0.5892365443947158, 'reg_alpha': 3.8143147755718863, 'reg_lambda': 0.7399951968207438, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.11032359046766878, Mean Val RMSE: 0.12174213757290794, Mean R2: 0.2050620079162459, Params: {'learning_rate': 0.005576936323658942, 'max_depth': 6, 'gamma': 0.30447160841976506, 'min_child_weight': 10.46334958705495, 'colsample_bytree': 0.6159197122257845, 'max_leaves': 35, 'subsample': 0.5308600427326633, 'reg_alpha': 0.6826888855261253, 'reg_lambda': 9.375310883614448, 'device': 'cuda'}
